15000,19,20,22,23,22,21,22,21,20,22,20,19,19,19,18,19,19,18,19,19,20,9,8,8,7,8,9,8,10,10,8,10,11,10,10,11,10,10,11,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,22,23,22,21,22,21,20,22,20,19,19,19,18,19,19,18,19,19,20,9,8,8,7,8,9,8,10,10,8,10,11,10,10,11,10,10,11,9,7,7,1235113,1145621,1109469,1105753,986560,876805,827545,800097,729032,793980,704569,658740,602333,525401,494604,567983,585796,501829,405266,254154,140603,188898,188143,175975,165406,168027,160408,159900,159153,165290,156365,133722,142671,128036,126788,119879,68495,116970,127113,81418,50095,30377,2983639,2597589,2552735,2630470,2314896,2084471,1939857,1946650,1776528,1809481,1652502,1545469,1410407,1207125,1148304,1402475,1334628,1149146,805911,480541,250642,442782,429042,365342,373222,362140,349436,341234,340449,356234,326855,287996,304737,263786,259864,250705,137631,253300,258197,164737,94044,54116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000,41,41,41,41,40,40,38,38,38,38,38,39,41,42,43,43,43,41,44,47,47,11,11,11,11,12,7,9,8,5,5,5,6,5,5,4,4,5,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,41,41,41,40,40,38,38,38,38,38,39,41,42,43,43,43,41,44,47,47,11,11,11,11,12,7,9,8,5,5,5,6,5,5,4,4,5,7,6,5,4,1388930,1288230,1172046,1168251,1129701,1011083,926114,860579,786741,753434,691655,624021,543520,530809,486289,419576,402268,297871,243100,166157,104600,95170,85938,84234,82449,89480,54524,52220,56063,38978,39269,37113,32724,27218,25621,24545,24057,26203,83319,25343,12714,6038,3369962,3015501,2647891,2846187,2661971,2436808,2268911,2042958,1860393,1775835,1615084,1430629,1256418,1220225,1093027,971970,932677,704682,551088,365633,210576,218340,199876,202649,185675,207367,105973,121105,122523,74051,71629,62826,59340,54199,47502,45993,45845,47808,181717,43770,21566,9396,180000,180000,108500,289916,249136,205454,210381,189400,169359,163185,149768,137277,105664,111759,81703,56194,60743,48766
17000,181,182,184,185,190,189,188,189,191,193,193,193,197,198,202,203,205,207,213,243,244,34,33,34,33,35,34,33,32,29,30,30,33,32,32,34,35,34,38,36,33,43,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,181,182,184,185,190,189,188,189,191,193,193,193,197,198,202,203,205,207,213,243,244,34,33,34,33,35,34,33,32,29,30,30,33,32,32,34,35,34,38,36,33,43,12377690,11903602,11810236,11515613,11270284,10668136,9960414,9658573,9322663,8787397,8560423,7954111,7726804,7254235,6996958,6815002,6525010,6457242,4944767,3811167,2673436,950322,943278,862645,1026360,823392,784629,984412,836558,595932,769191,849016,837165,775314,726954,652050,571240,636183,610723,536096,400178,349310,32175191,29915281,29800884,29155760,28210466,26816852,24250768,23559928,22112908,20741979,19829164,18582031,17367777,16291157,15686816,15141651,14518876,14515545,10580007,7691870,5066221,2008000,1973333,1811488,2100393,1777313,1679637,2029242,1737050,1283653,1450728,1664622,1589152,1453474,1347610,1206942,1073873,1135017,1088413,914670,652806,528318,1473792,1305465,1579634,1609178,1079201,1013298,1389612,1179184,998844,860967,1043497,969813,818411,818497,799994,742821,732828,694365
18000,116,116,116,113,115,113,105,106,104,107,107,105,104,106,109,110,112,114,113,117,116,49,45,43,43,44,39,42,42,30,27,24,24,26,26,28,28,28,29,26,20,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,116,116,116,113,115,113,105,106,104,107,107,105,104,106,109,110,112,114,113,117,116,49,45,43,43,44,39,42,42,30,27,24,24,26,26,28,28,28,29,26,20,23,6853571,6441932,6110858,6003790,6079883,5383659,5079082,4703803,4417045,4218027,4016665,3607566,3440729,3246413,3147141,3007300,2908707,2796047,2022320,1370822,883654,493440,533317,578221,498444,405871,464387,461047,334274,405623,219450,207777,253592,233616,230303,227087,231774,282004,240788,171284,158342,123236,18563377,16661739,15904113,15489884,15478625,13852010,12684600,11606349,10947448,10288362,9394681,8474672,7974984,7569452,7299412,6960040,6669156,6353212,4475092,2892547,1734859,1183636,1279124,1270231,1095209,928208,1035389,1111215,847806,901560,491774,409338,491685,448779,445694,448108,442129,507596,469953,305980,241883,185426,502067,583804,738907,580711,473956,333755,489841,368629,508204,430834,235643,211666,253114,223207,226454,234302,324192,142577
19000,119,119,119,119,119,119,119,118,117,118,118,118,117,117,118,117,117,118,126,131,131,7,7,7,6,6,6,6,7,7,7,7,7,8,8,8,9,10,9,8,8,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,119,119,119,119,119,119,119,118,117,118,118,118,117,117,118,117,117,118,126,131,131,7,7,7,6,6,6,6,7,7,7,7,7,8,8,8,9,10,9,8,8,10,3255253,3119905,2988884,2952772,2863566,2654968,2565312,2421744,2286715,2200761,2064507,1887975,1774344,1681160,1585273,1545814,1432726,1372626,1033107,702371,500523,39853,38485,52403,40634,34851,38195,34518,95804,90581,87285,87890,85508,87943,157521,79527,73885,120095,114237,108976,85981,69646,8189341,7631990,7389524,7236283,6909815,6430048,6179362,5722020,5375004,5048780,4730280,4460427,4111518,3833111,3613337,3533218,3277240,3116657,2268604,1458591,990864,74431,75729,97786,70782,66799,66545,57272,152732,145326,139079,142625,137919,135364,262231,123910,114197,173208,169317,155593,123693,96130,494005,472111,468271,426179,404813,347705,349200,275142,293728,268912,246683,258032,179411,163302,160828,218502,166802,174666
20000,128,131,129,133,129,131,130,130,131,131,130,131,130,132,131,130,132,134,142,148,151,29,27,28,25,31,30,31,30,26,22,21,21,22,21,20,21,21,24,20,15,15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,128,131,129,133,129,131,130,130,131,131,130,131,130,132,131,130,132,134,142,148,151,29,27,28,25,31,30,31,30,26,22,21,21,22,21,20,21,21,24,20,15,15,2707608,2569473,2496388,2431157,2271659,2127545,2085143,1934080,1824119,1841171,1673342,1514958,1450647,1349509,1333182,1281154,1234521,1177063,847136,652698,435661,387799,396576,345239,342400,335082,318715,234448,202101,175721,150366,144619,155426,161214,220130,138460,154402,185490,198373,179082,133197,71290,6594210,6174771,6006132,5849316,5467061,4763590,4839670,4469522,4216459,4136620,3721938,3435634,3313702,3072244,2918641,2893409,2713073,2597950,1813822,1333434,867351,802268,764705,695064,664466,692472,634154,480469,435278,358747,272283,272024,280683,301433,392263,243086,273857,318678,345998,298796,217117,107909,449597,414887,415131,458040,388239,363494,276462,231323,224922,371369,169986,184134,265731,171450,173425,160167,165876,171677
21000,102,103,104,103,103,103,103,105,104,101,102,101,103,103,104,103,102,103,107,108,109,28,27,26,26,26,26,27,25,18,18,18,19,18,19,20,22,21,18,17,14,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,102,103,104,103,103,103,103,105,104,101,102,101,103,103,104,103,102,103,107,108,109,28,27,26,26,26,26,27,25,18,18,18,19,18,19,20,22,21,18,17,14,12,3917247,3904515,3787588,3723361,3608417,3431554,3226381,3039222,2824854,2809360,2626249,2444251,2207509,2103664,2042019,1912648,1786336,1746072,1246621,823443,523407,449325,445134,412911,331915,288745,277877,294062,240416,178394,203651,188422,184035,167667,154719,149785,149728,144296,125276,100561,58600,36889,10656074,10253476,10175934,9964237,9338622,8924012,8378510,7857302,7246902,6988383,6511305,6011778,5518750,5200607,4996437,4587550,4282313,4156792,2866192,1772287,1058190,1071659,1034448,953936,731448,650349,616657,617711,525322,360622,365690,382616,379313,345854,312643,308521,302657,290487,243335,193228,104774,58931,567532,421159,589273,518883,437403,343505,314474,285292,271359,306646,273985,249099,232350,232682,214113,167800,214849,211804
22000,109,114,112,117,122,117,109,113,125,122,118,119,119,121,123,127,128,129,139,146,144,111,112,113,111,122,96,114,113,64,56,59,43,41,38,41,39,42,46,40,28,17,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,109,114,112,117,122,117,109,113,125,122,118,119,119,121,123,127,128,129,139,146,144,111,112,113,111,122,96,114,113,64,56,59,43,41,38,41,39,42,46,40,28,17,3930243,3878723,3929982,3791191,3620805,3243490,3013636,3006630,3153379,3068116,2855258,2620621,2608866,2440904,2563694,2390270,2417359,2284328,1566223,1177201,684999,779306,796241,835575,859162,888714,717942,780862,790187,474662,440973,424995,415267,346431,278426,324243,275293,430027,358766,249663,201043,89502,10071273,9617804,9734051,9400065,9060188,8034696,7329658,7532837,7754935,7540786,6942116,6401238,6107086,5748339,5999439,5536546,5420953,5135038,3706576,2527614,1386787,1895404,1936024,2076357,2109396,2159997,1696551,1837964,1925212,1071760,908488,857719,816314,687913,560356,647819,563751,848947,712851,513804,364266,142704,437810,434424,601962,483330,413281,298899,344752,350440,589040,542926,415621,369429,330910,315186,300148,245213,229626,217133
23000,37,37,37,37,37,37,37,37,37,37,37,37,37,37,38,38,39,39,40,43,48,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,37,37,37,37,37,37,37,37,37,37,37,37,37,38,38,39,39,40,43,48,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,4,2016577,1952644,1792671,1708275,1602303,1481922,1371575,1253077,1148254,1033975,967838,893512,792155,737250,695749,644979,634652,621092,455463,298812,206684,75065,75860,91188,83654,87703,78222,88614,74028,70811,66318,59480,57931,59927,58665,48086,46786,52000,57906,74075,54674,23760,4676024,4410327,4452623,3921143,3700916,3434380,3220853,2906442,2672588,2380827,2220055,2001120,1774171,1639650,1573063,1481274,1395934,1330602,924148,605876,392368,141300,152533,155462,162719,155095,148097,169396,153259,135289,130396,111675,112115,112208,108365,90577,92101,101169,100816,123924,79357,34312,276164,271092,234993,218469,205546,188653,199623,179714,156037,118172,142110,130257,68429,69607,63910,60288,53563,55164
24000,47,47,48,49,49,49,49,49,49,49,48,48,48,47,51,51,51,52,54,57,58,20,22,22,22,24,24,24,24,24,24,28,28,29,31,30,32,31,30,29,29,29,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,47,47,48,49,49,49,49,49,49,49,48,48,48,47,51,51,51,52,54,57,58,20,22,22,22,23,24,24,24,24,24,28,28,29,31,30,32,31,30,29,29,29,5856607,5647004,5359354,5267513,4912733,4569589,4234380,4025048,3673288,3465428,3199117,2856933,2597731,2475143,2788606,2598269,2484043,2264556,1677675,1161421,763270,601856,646926,654580,600912,638284,580212,492489,513122,497560,483201,573661,576300,562008,678025,473080,461035,460100,441411,424803,290240,230621,14899010,13651969,13021425,12787043,12039310,11117360,10281755,9675400,9006227,8110854,7488621,6721900,6169118,5664298,6099212,5810668,5514498,4936657,3475476,2311678,1450011,1284958,1360034,1318700,1245472,1307428,1261742,970583,1092217,1083655,1010084,1126737,1138335,1091095,1315589,898596,906782,905677,863618,841208,488180,368884,820602,525987,495467,463798,421114,378330,357005,342338,344940,355873,451090,547702,485932,479627,605273,437249,372967,214389
25000,61,64,61,63,62,65,65,66,65,64,64,67,67,66,69,73,76,84,94,106,110,47,45,49,48,54,50,51,50,49,50,50,51,51,53,54,54,55,56,66,73,78,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,61,64,61,63,62,65,65,66,65,64,64,67,67,66,69,73,76,84,94,106,110,47,45,49,48,51,50,51,50,49,50,50,51,51,53,54,54,55,56,66,73,78,8547774,8434225,8172778,8215364,7535315,7266732,6812491,6240899,5952142,5291291,5004323,4690052,4423634,4040181,4029268,3859629,3676015,3788972,3042680,2129139,1378032,1703600,1710130,2199027,1858612,2023481,1624498,1679327,1414951,1332005,1346970,1183784,1063954,995493,984971,890873,820280,837412,846731,935105,688387,504364,21788643,21075649,20065881,20320253,18579161,17581140,16395071,15037256,14183905,12556203,11996808,11135640,10245343,9550944,9431322,8943202,8170895,8260169,6179283,4211450,2613337,3918751,3957911,5324628,4261355,4618755,3695215,3775565,2959277,2806186,3133256,2610243,2270373,2089470,2047397,1983347,1758919,1733767,1722257,1686560,1197383,826064,719486,765773,1348255,1328458,1050502,600204,1085702,834839,764724,767840,705072,578959,494223,369971,367199,466986,425223,484723
26000,130,133,135,138,137,137,135,138,136,137,140,141,142,142,145,150,158,162,176,196,208,42,41,41,40,42,39,41,41,29,29,24,24,24,27,29,28,31,31,32,32,35,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,130,133,135,138,137,137,135,138,136,137,140,141,142,142,145,150,158,162,176,196,208,42,41,41,40,42,39,41,41,29,29,24,24,24,27,29,28,31,31,32,32,35,10701806,10260002,10143749,10025174,9870419,9177066,8651253,7867701,7474536,7014453,6663164,6280307,5977300,5745038,5938627,5673293,5410976,5145002,3872325,2881150,1920434,733814,743496,674693,667033,640208,605488,583020,529362,409296,419032,415049,371088,362462,357743,359534,357961,401858,439787,402471,350267,284167,27134591,25005264,24681305,24170454,23403449,21591171,20583515,18827377,17594146,16362570,15419348,14411052,13584053,13072936,12987223,12436842,12071102,11362212,8288590,5794975,3629457,1741300,1772142,1671740,1584657,1543258,1429226,1365341,1258092,901012,939557,790206,752298,731074,715999,704684,720645,787070,830243,714838,619999,431500,1055612,922065,1075689,946224,832529,715035,656911,615996,577667,523283,500934,489200,464047,466062,398484,393666,392750,399555
27000,132,131,131,130,128,129,128,130,130,128,131,131,132,132,133,134,140,139,151,164,170,15,17,17,20,22,18,16,15,14,17,14,15,15,16,17,16,16,16,16,15,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,132,131,131,130,128,129,128,130,130,128,131,131,132,132,133,134,140,139,151,164,170,15,17,17,20,21,18,16,15,14,17,14,15,15,16,17,16,16,16,16,15,16,6417440,6006312,5619425,5283308,5239949,4876525,4635981,4421603,4043743,3830327,3530297,3197359,2835610,2627090,2339384,2415451,2128026,2139692,1645687,1139255,783778,471592,535636,536281,554107,546297,547774,582510,497952,464255,454641,400874,379437,384482,324446,326905,308942,287714,268953,260451,172850,111806,14707698,13980101,13319918,12462008,12009664,11302677,10660536,10017597,9090724,8454001,7782497,7012148,6286609,5782687,5260363,5274202,4768455,4643983,3405463,2251932,1472366,1017470,1189450,1094496,1136556,1099778,1072025,1113109,979537,889350,859705,757113,705059,731386,605257,572502,549575,513092,479772,433734,282854,167823,428251,435880,654961,445055,405392,341644,488738,460506,435942,414920,356079,350552,327385,298533,279719,281827,176189,272709
28000,97,96,95,95,96,99,96,95,96,95,96,98,99,100,104,101,101,102,116,119,120,20,20,20,21,22,21,21,20,17,13,13,9,9,11,8,10,11,11,12,9,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,97,96,95,95,96,99,96,95,96,95,96,98,99,100,104,101,101,102,116,119,120,20,20,20,21,22,21,21,20,17,13,13,9,9,11,8,10,11,11,12,9,7,3056174,2859417,2985813,3105264,2926985,2746255,2450649,2297981,2187701,2045177,1818691,1738148,1629489,1578117,1545046,1378632,1367826,1223496,855411,539811,348118,296531,229615,269223,260883,302994,328345,329149,244432,211680,176712,162041,154445,171377,133951,142150,119604,121803,125394,75829,80391,55374,7466287,6304878,6796581,7243005,6760490,6606226,5933919,5576412,5229501,4748237,4392767,4100069,3764344,3583745,3525815,3130809,3132328,2760862,1855690,1153302,713865,594065,482841,535755,576186,621405,653642,638476,523655,444738,332638,300509,284260,311427,244924,251331,218501,225557,235618,146437,140508,90630,499460,524304,983433,1009100,789007,771043,652078,612333,603524,510734,341827,383059,313558,286526,265600,279363,223496,210946
29000,116,115,118,120,120,120,118,117,116,119,117,118,119,119,124,125,126,128,140,147,153,39,40,38,38,36,33,33,32,33,28,28,27,28,29,29,29,30,32,29,30,22,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,116,115,118,120,120,120,118,117,116,119,117,118,119,119,124,125,126,128,140,147,153,39,40,38,38,36,33,33,32,33,28,28,27,28,29,29,29,30,32,29,30,22,6524631,6309425,6079598,6064291,5747895,5464527,5120410,4913259,4653045,4446789,3945295,3788856,3499136,3299399,3212291,3176687,3181541,3006876,2296489,1609315,1039356,1006678,1029226,927921,867454,813402,721923,960010,823535,855600,560690,545759,673643,558107,505063,639555,589839,567173,532009,317581,299404,161422,16428054,16685776,16065782,15927591,15285263,14170490,13213401,12429212,11376061,10704201,9494575,9026660,8447344,7933468,7490291,7327176,7223689,6916306,5000654,3309406,2029634,2325906,2402669,2140492,2008427,2037959,1694041,2056060,1724621,2037487,1363999,1189786,1525376,1128427,1084774,1204840,1092690,1048555,1074558,595770,512780,256674,1084798,1017186,879517,921153,752582,728805,634232,598548,581624,526997,420988,430084,374941,380794,329993,355808,331032,322755
30000,53,55,54,54,54,57,55,58,57,58,57,58,57,58,57,58,59,59,60,65,66,12,10,11,11,11,7,9,6,5,3,3,2,4,3,4,3,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,53,55,54,54,54,57,55,58,57,58,57,58,57,58,57,58,59,59,60,65,66,12,10,11,11,11,7,9,6,5,3,3,2,4,3,4,3,2,3,3,2,2,1295691,1192733,1137447,1092645,1004097,913555,884420,791430,735397,734378,658767,608902,572097,554936,487485,467065,437627,394493,275268,195041,118314,61951,52403,53208,56829,53776,36455,36936,27871,22746,19619,20756,15529,22157,6717,20375,6670,7024,7156,3662,3605,8161,3017462,2812814,2673218,2543969,2311673,2127087,2021131,1845549,1678359,1607100,1451578,1345978,1256448,1216682,1072483,1048737,962524,879134,596306,394763,227496,126700,107837,105187,122751,114173,73654,75558,56278,40059,33584,35852,26802,38495,11823,31442,11644,11881,12724,7983,5597,12624,217867,163047,154870,194689,150034,130698,119105,107850,96046,81787,69399,63334,58457,52263,33203,33054,49617,45365
31000,85,85,86,85,85,84,84,85,84,86,83,84,85,85,86,88,91,92,92,100,101,13,13,13,11,11,12,13,12,9,8,10,10,9,8,9,10,9,9,10,10,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,85,85,86,85,85,84,84,85,84,86,83,84,85,85,86,88,91,92,92,100,101,13,13,13,11,11,12,13,12,9,8,10,10,9,8,9,10,9,9,10,10,9,1863105,1840765,1926465,1836402,1772165,1681559,1616435,1510303,1427691,1377685,1287585,1171845,1025755,954609,876323,823624,764400,757096,546416,435331,278459,335584,318963,299760,299000,320440,283143,274615,213039,179785,176733,171166,141748,133795,124644,113014,113466,104768,100784,83430,44534,34292,4904829,4832318,4943773,4562080,4456738,4061568,3971312,3703162,3425127,3295475,3147079,2728188,2344393,2200979,2027004,2002648,1831086,1788712,1245517,899716,550671,753213,697256,647971,617280,636370,581495,564847,446730,349607,327454,348387,300591,269509,244617,220602,213282,201832,194493,162117,78769,53284,472043,474219,605960,501796,423914,363252,415047,361240,357207,345563,455808,240235,155244,157441,129927,119895,119869,125419
32000,34,35,35,36,35,33,31,31,32,26,27,26,26,27,26,23,23,23,24,25,23,23,23,21,20,21,19,21,21,13,12,10,9,9,8,9,9,7,7,7,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,34,35,35,36,35,33,31,31,32,26,27,26,26,27,26,23,23,23,24,25,23,23,23,21,20,21,19,21,21,13,12,10,9,9,8,9,9,7,7,7,6,3,1869834,1847652,1799816,1876872,1694053,1562449,1349009,1292518,1190880,1112200,1105393,907147,810306,783892,649158,595908,559023,526590,349628,241445,131124,222190,249022,240926,221415,231328,195721,179175,179520,93727,75865,55873,58567,49454,41213,45701,40982,38632,37970,31932,17206,7037,4829642,4653498,4502623,4649742,4282634,3948194,3237026,3389482,3055868,2817335,2447935,2292763,1996827,1868169,1572000,1430300,1352838,1262811,833674,560484,320862,486775,563706,526218,494886,514545,468186,431838,448666,216675,158775,117305,116882,95001,77535,92439,83856,83080,81546,69401,35281,13732,605478,348585,342313,459642,259643,348355,214003,193276,175409,153604,131676,130695,116548,137559,64435,46615,51604,52850
33000,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,29,29,6,6,6,6,6,6,6,6,6,6,6,5,5,6,7,8,9,10,13,9,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,29,29,6,6,6,6,6,6,6,6,6,6,6,5,5,6,7,8,9,10,13,9,5,1702088,1668864,1633067,1567826,1450541,1337216,1229482,1090353,913683,862462,790137,750532,653636,569268,526073,504287,487133,489503,386738,229065,127024,233003,195969,178411,188937,176672,164274,128762,117205,108571,103164,94448,67548,63802,63970,69357,72572,69122,75072,79161,35655,19147,3947794,3867206,3706315,3466163,3261739,3005439,2789504,2495159,2137447,1947654,1786344,1686480,1534097,1350997,1261858,1198209,1160675,1120786,817705,470240,253808,506546,427372,370877,410623,358937,336107,260553,205529,189109,179720,168982,130397,121877,119407,128590,126203,135931,148658,153193,61411,29218,301662,225757,174229,219025,168788,153272,88336,41854,34387,32278,28028,109197,108065,99694,47460,46804,46352,45328
34000,65,63,64,64,64,67,72,73,74,73,73,71,74,74,77,79,83,87,91,96,103,33,32,32,34,36,33,33,32,24,23,24,24,25,26,24,24,26,27,29,33,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,65,63,64,64,64,67,72,73,74,73,73,71,74,74,77,79,83,87,91,96,103,33,32,32,34,36,33,33,32,24,23,24,24,25,26,24,24,26,27,29,33,34,8169086,7692173,7795914,7419227,7299859,6939706,6793713,6615647,6244322,6077315,5451434,5137273,5041901,4522269,4764374,4796619,4516202,4640016,3216407,1954805,1205236,755445,1022175,903674,1161595,1135701,995696,1023409,751968,723178,657768,720324,679222,747383,615013,422676,408254,451453,513016,568296,410551,230258,19485880,17697862,17932335,17110732,16558997,15560258,15395950,14715230,14030125,13522573,12389339,11343433,10908338,9735068,10307702,10129643,9559830,9608878,6473138,3930891,2325380,1560024,2107612,1806426,2331090,2372292,2046088,2046672,1499783,1396573,1238620,1352782,1211103,1359719,1156628,773463,738486,791402,904096,925052,667828,362072,371319,648732,565981,618275,535994,507688,533090,315276,448692,291628,321552,251183,238071,236380,252185,482518,261673,291929
